id,name,gis_id,lat,lon,utm_x,utm_y,edar_name,edar_code,ind_id,capt_id,delete
1061,pt2128,2128,41.28711601,1.641632356,386254.9828,4571520.223,,,69,,no
1062,pt2130,2130,41.2848243,1.613942058,383932.1722,4571302.448,,,68,,no
1063,pt2132,2132,41.38445539,1.63439943,385819.4558,4582336.349,,,77,,no
1064,pt2134,2134,41.35089974,1.672411466,388940.7325,4578561.594,,,74,,no
1065,pt2136,2136,41.43708103,1.606362969,383569.233,4588216.257,,,76,,no
1066,pt2138,2138,41.39401154,1.613361245,384077.3478,4583425.221,,,78,,no
1067,pt2140,2140,41.41505657,1.518243414,376165.2742,4585893.33,,,80,,no
1068,pt2142,2142,41.41748009,1.503422729,374931.2811,4586183.696,,,,,yes
1069,pt2144,2144,41.41809982,1.500802784,374713.5176,4586256.288,,,,,yes
1070,pt2146,2146,41.26440688,1.773817348,397288.3331,4568834.339,,,,,yes
1071,pt2148,2148,41.31703451,1.804052098,399901.4951,4574641.655,,,88,,no
1072,pt2150,2150,41.33737993,2.099503405,424653.9455,4576601.624,,,97,,no
1073,pt2152,2152,41.35199095,2.046371417,420226.0878,4578271.228,,,,14,no
1074,pt2154,2154,41.38710614,2.023285749,418338.8042,4582191.166,,,103,,no
1075,pt2156,2156,41.35205634,1.977821013,414491.6491,4578343.819,,,102,,no
1076,pt2158,2158,41.38772397,1.945139599,411805.8994,4582336.349,,,107,,no
1077,pt2160,2160,41.43454613,2.06688437,422040.7836,4587417.751,EDAR VALLVIDRERA,ES9082050005010E,110,,no
1078,pt2162,2162,41.41971359,2.013242554,417540.338,4585820.739,,,600,,no
1079,pt2164,2164,41.51994718,2.036080082,419572.7973,4596927.231,EDAR TERRASSA,ES9082790004050E,115,,no
1080,pt2166,2166,41.46816847,1.947313614,412096.2507,4591265.098,,,120,,no
1081,pt2168,2168,41.47358977,1.831605062,402442.0691,4591991.012,,,131,,no
1082,pt2170,2170,41.43154631,1.812377724,400772.549,4587345.159,,,135,,no
1083,pt2172,2172,41.44133366,1.74876997,395473.6373,4588506.623,EDAR RIUDEBITLLES,ES9082870007010E,,,no
1084,pt2174,2174,41.44687258,1.717380749,392860.4754,4589159.946,,,146,,no
1085,pt2176,2176,41.52374469,1.692373807,390900.604,4597725.737,EDAR VALLBONA D'ANOIA,ES9080440001010E,153,,no
1086,pt2178,2178,41.46198459,1.487624055,373697.288,4591147.653,,,,,yes
1087,pt2180,2180,41.56392265,1.661095363,388360.0299,4602226.407,,,159,,no
1088,pt2182,2182,41.57203042,1.627843647,385601.6923,4603170.096,,,161,,no
1089,pt2184,2184,41.59583012,1.542856837,378560.6727,4605928.571,,,,,yes
1090,pt2186,2186,41.59822259,1.525383289,377108.916,4606218.937,,,167,,no
1091,pt2188,2188,41.52954127,1.937618415,411370.3724,4598088.695,,,176,,no
1092,pt2190,2190,41.50382582,1.914556036,409410.5009,4595257.628,EDAR ABRERA,ES9080010001010E,,,no
1093,pt2192,2192,41.50974231,1.917936461,409700.8523,4595910.951,,,173,,no
1094,pt2194,2194,41.53386514,1.910573391,409120.1496,4598596.835,,,187,,no
1095,pt2196,2196,41.57134395,1.864670614,405345.5824,4602807.139,,,189,,no
1096,pt2198,2198,41.59931564,1.850244216,404184.1771,4605928.571,EDAR MONISTROL DE MONTSERRAT,ES9081270001010E,191,,no
1097,pt2200,2200,41.61632977,1.851684547,404329.3528,4607815.949,,,,,yes
1098,pt2202,2202,41.62300538,1.865507434,405490.7581,4608541.864,EDAR CASTELLBELL I EL VILAR,ES9080530002010E,192,,no
1099,pt2204,2204,41.63913129,1.910352467,409249.2645,4610284.059,,,,,yes
1100,pt2206,2206,41.64789092,1.804925832,400482.1977,4611372.93,,,195,,no
1101,pt2208,2208,41.66025016,1.863110232,405345.5824,4612679.577,,,197,,no
1102,pt2210,2210,41.67911261,1.853185285,404547.1162,4614784.729,,,,18,no
1103,pt2212,2212,41.68222345,1.837431677,403240.5353,4615147.686,,,203,,no
1104,pt2214,2214,41.69484806,1.793589286,399611.1437,4616599.515,EDAR SANT SALVADOR DE GUARDIOLA,ES9080980004010E,,,no
1105,pt2216,2216,41.71261639,1.804600089,400554.7855,4618559.484,,,208,,no
1106,pt2218,2218,41.76631218,1.635936819,386617.9219,4624729.758,,,,,yes
1107,pt2220,2220,41.757665,1.737404983,395038.1104,4623640.886,,,214,,no
1108,pt2222,2222,41.81799664,1.80626936,400856.0453,4630257.617,,,,,yes
1109,pt2224,2224,41.81351255,1.762525861,397215.7453,4629811.16,,,218,,no
1110,pt2226,2226,41.90935749,1.799185729,400409.6099,4640409.512,,,219,,no
1111,pt2228,2228,41.84677256,1.639474856,387053.4489,4633658.507,,,223,,no
1112,pt2230,2230,41.80808951,1.614701959,384927.5704,4629396.443,,,,,yes
1113,pt2232,2232,41.87839527,1.668683704,389532.7791,4637131.552,,,,,yes
1114,pt2234,2234,41.89931662,1.717116611,393586.3537,4639393.231,,,224,,no
1115,pt2236,2236,42.04786023,1.729042717,394820.3469,4655871.491,,,,,yes
1116,pt2238,2238,42.02164144,1.76288168,397578.6845,4652919.302,,,,,yes
1117,pt2240,2240,41.96380848,1.755241643,396852.8061,4646507.194,,,,,yes
1118,pt2242,2242,41.9465959,1.67763728,390392.4892,4644692.407,,,225,,no
1119,pt2244,2244,41.96274055,1.605476313,384440.287,4646579.785,,,236,,no
1120,pt2246,2246,42.08185685,1.671321655,390102.1378,4659718.838,,,230,,no
1121,pt2248,2248,41.98464305,1.527013178,377979.97,4649120.486,EDAR SOLSONA,ES9252070001020E,,,no
1122,pt2250,2250,42.05575283,1.566599879,381391.5981,4656960.363,,,,,yes
1123,pt2252,2252,42.09976166,1.58316541,382843.3547,4661823.99,,,237,,no
1124,pt2254,2254,42.2255698,1.661275312,389521.4352,4675688.958,,,241,,no
1125,pt2256,2256,41.70163104,1.882446638,407015.1025,4617252.838,,,242,,no
1126,pt2258,2258,41.72389722,1.994223858,416344.4093,4619610.29,,,,,yes
1127,pt2260,2260,41.70125747,1.974829544,414701.3352,4617115.733,,,,,yes
1128,pt2262,2262,41.70936752,1.939897693,411805.8994,4618051.344,,,,,yes
1129,pt2264,2264,41.7948534,1.854618786,404837.4676,4627633.416,,,246,,no
1130,pt2266,2266,41.75868948,1.900666853,408612.0348,4623568.295,,,,,yes
1131,pt2268,2268,41.77245917,1.904798521,408974.974,4625092.715,,,247,,no
1132,pt2270,2270,41.76032578,1.93556657,411515.548,4623713.477,,,248,,no
1133,pt2272,2272,41.80229606,2.103508642,425524.9995,4628214.148,EDAR MOI?«,ES9081380001010E,,,no
1134,pt2274,2274,41.81276154,2.023837119,418919.5068,4629448.202,,,252,,no
1135,pt2276,2276,41.84049593,2.056638494,421677.8444,4632497.043,,,253,,no
1136,pt2278,2278,41.89845092,2.109165588,426105.7021,4638885.091,,,,,yes
1137,pt2280,2280,41.89695542,2.119166714,426933.5932,4638710.482,,,,,yes
1138,pt2282,2282,41.95375631,2.000668568,417177.3989,4645124.754,,,,,yes
1139,pt2284,2284,42.00012003,2.068307785,422839.2497,4650209.358,,,261,,no
1140,pt2286,2286,41.96583693,2.033767622,419935.7365,4646434.602,EDAR PRATS DEL LLU?ÁAN?ÍS,ES9081710001010E,,,no
1141,pt2288,2288,41.98270739,2.098353481,425307.236,4648249.389,,,258,,no
1142,pt2290,2290,42.00784997,2.05416982,421677.8444,4651080.455,,,262,,no
1143,pt2292,2292,42.0414454,2.08524498,424291.0063,4654782.619,,,260,,no
1144,pt2294,2294,41.81557904,1.901442319,408757.2105,4629883.751,,,264,,no
1145,pt2296,2296,41.90486257,1.940323057,412108.9254,4639756.189,,,,,yes
1146,pt2298,2298,41.8323728,1.880175122,407015.1025,4631771.129,,,,,yes
1147,pt2300,2300,41.84807013,1.880775762,407087.6903,4633513.324,EDAR BALSARENY,ES9080180001010E,,,no
1148,pt2302,2302,41.83814474,1.868709278,406071.4607,4632424.452,,,,,yes
1149,pt2304,2304,41.85809484,1.836875044,403458.2988,4634674.787,,,,,yes
1150,pt2306,2306,41.90787211,1.845598985,404256.7649,4640191.737,,,,,yes
1151,pt2308,2308,41.87099212,1.884749427,407450.6295,4636054.025,,,,11,no
1152,pt2310,2310,41.91814144,1.913690329,409918.6158,4641258.165,,,,,yes
1153,pt2312,2312,41.95172156,1.850062805,404692.2919,4645055.365,,,266,,no
1154,pt2314,2314,41.92589394,1.882918223,407378.0417,4642151.707,,,267,,no
1155,pt2316,2316,42.13002815,2.044449921,421024.5539,4664655.057,,,591,,no
1156,pt2318,2318,42.02098487,1.846185282,404474.5284,4652750.059,EDAR CASSERRES,ES9080490002010E,,,no
1157,pt2320,2320,42.02894967,1.925835336,411080.0211,4653548.565,,,270,,no
1158,pt2322,2322,42.1905485,2.065516189,422839.2497,4671355.574,,,,,yes
1159,pt2324,2324,42.07885725,1.815300884,402006.5422,4659210.698,,,272,,no
1160,pt2326,2326,42.10160738,1.93519928,411955.6417,4661606.216,,,,,yes
1161,pt2328,2328,42.05590828,1.873624581,406797.339,4656597.406,,,273,,no
1162,pt2330,2330,42.05166314,1.907909255,409628.2644,4656089.266,,,,,yes
1163,pt2332,2332,42.05766331,1.914025085,410142.8218,4656749.032,,,,,yes
1164,pt2334,2334,42.11238267,1.833114806,403530.8866,4662912.862,,,275,,no
1165,pt2336,2336,42.11411834,1.811132223,401716.1908,4663130.637,,,605,,no
1166,pt2338,2338,42.22920687,1.878465049,407450.6295,4675834.141,EDAR BAG?«/GUARDIOLA B.,ES9080990001010E,281,,no
1167,pt2340,2340,42.29315782,1.865891905,406507.6134,4682948.729,,,,,yes
1168,pt2342,2342,42.23742272,1.917028123,410644.4941,4676705.238,,,593,,no
1169,pt2344,2344,42.27808633,2.003482471,417830.6894,4681133.317,,,592,,no
1170,pt2346,2346,42.26134936,2.040709281,420879.3783,4679239.669,,,,,yes
1171,pt2348,2348,41.47543903,1.955889539,412822.129,4592063.604,,,119,,no
1172,pt2350,2350,41.47279239,1.952454729,412531.7777,4591773.238,,,,,yes
1173,pt2352,2352,41.44177531,1.853898545,404256.7649,4588434.031,EDAR GELIDA,ES9080910001010E,130,,no
1174,pt2354,2354,41.87080888,1.801656943,400554.7855,4636126.616,,,,,yes
1175,pt2356,2356,41.43440978,1.836652036,402805.0083,4587635.525,,,133,,no
1176,pt2358,2358,41.83299025,1.749912292,396199.5157,4631988.903,,,,,yes
1177,pt2360,2360,41.34305503,1.322071361,359615.2487,4578198.636,,,50,,no
1178,pt2362,2362,42.03249545,1.678488664,390610.2527,4654228.901,,,,,yes
1179,pt2364,2364,42.00710864,1.652717774,388432.6177,4651443.413,,,,,yes
1180,pt2366,2366,41.74083414,2.079049041,423419.9524,4621411.756,,,,,yes
1181,pt2368,2368,41.482103,2.12793339,427194.5196,4592644.336,,,,,yes
1182,pt2370,2370,41.33347984,1.338007692,360928.2452,4577109.9,,,,,yes
1183,pt2372,2372,41.73686163,2.023311194,418780.1143,4621021.81,,,,,yes
1184,pt2374,2374,41.79177236,2.689350153,474189,4626704,,,,,yes
1185,pt2376,2376,41.79455327,2.69889108,474982.8103,4627009.931,,,365,,no
